airline_sentiment,text,cleaned_text
neutral,@SouthwestAir Just realized my Luv Voucher expired today. :( Any chance of getting some luv with an extension? Please? #VeryLoyalCustomer,Just realized my Luv Voucher expired today  Any chance of getting some luv with an extension Please VeryLoyalCustomer
negative,"@SouthwestAir it'd be nice if I could get an answer, even a simple ""no"" would do; I just want to know. :)",itd be nice if I could get an answer even a simple no would do I just want to know
negative,@southwestair after 4 hours of delays you did make a nice offer for rescheduling me the next day... but...,after 4 hours of delays you did make a nice offer for rescheduling me the next day but
positive,@SouthwestAir a nice trip back home after a looong vaca 😊🌴 http://t.co/9TRvfnCedL,a nice trip back home after a looong vaca
positive,@SouthwestAir It was the usually excellent SWA flight!,It was the usually excellent SWA flight
negative,@SouthwestAir you know I ❤️you but trying my patience - had easier cheaper ways from TPA to PDX but stuck w u. Turned my 3 hrs in MCI to 6,you know I you but trying my patience  had easier cheaper ways from TPA to PDX but stuck w u Turned my 3 hrs in MCI to 6
negative,@SouthwestAir I figured the streaming wouldn't work per the TOS but just the @NASCAR site is taking longer than 5 minutes to load,I figured the streaming wouldnt work per the TOS but just the  site is taking longer than 5 minutes to load
negative,"@SouthwestAir now we have to wait, and wait to get it straight. I fly you for personal and business. But now, not so sure. #BeBetter",now we have to wait and wait to get it straight I fly you for personal and business But now not so sure BeBetter
negative,@SouthwestAir because your gate attendant let someone board whose boarding pass kept reading invalid. This messed up the passenger log.,because your gate attendant let someone board whose boarding pass kept reading invalid This messed up the passenger log
negative,@SouthwestAir Your #Android Wi-Fi experience is terrible! $8 is a ripoff! I can't get to @NASCAR or MRN for @DISupdates #BudweiserDuels,Your Android WiFi experience is terrible 8 is a ripoff I cant get to  or MRN for  BudweiserDuels
negative,"@SouthwestAir Dear SWA, I fly you a lot.   Most of the time, amazing. Today: unacceptable.I am sitting here in Midway delayed 20 min....",Dear SWA I fly you a lot   Most of the time amazing Today unacceptableI am sitting here in Midway delayed 20 min
negative,"@SouthwestAir, what do you know? Finally lined up like cattle to board my SW flight (after original departure time) #badcustomerservice",what do you know Finally lined up like cattle to board my SW flight after original departure time badcustomerservice
neutral,@SouthwestAir seems like you could make more money by opening up seats on a more desirable flight.,seems like you could make more money by opening up seats on a more desirable flight
positive,@SouthwestAir Jason (108639) at Gate #3 in SAN made my afternoon!!! #southwestairlines #stellarservice #thanks!,Jason 108639 at Gate 3 in SAN made my afternoon southwestairlines stellarservice thanks
positive,@SouthwestAir thanks for adding straight flights from Columbus to Oakland!,thanks for adding straight flights from Columbus to Oakland
positive,@SouthwestAir  I look forward to those direct flights to California to see my family more often. Thank you @MichaelBColeman #byebyeusairline,I look forward to those direct flights to California to see my family more often Thank you  byebyeusairline
negative,@SouthwestAir why can't you help me after you made mistake and dropped my early bird check in on your end?  Where is the LUV?,why cant you help me after you made mistake and dropped my early bird check in on your end  Where is the LUV
neutral,@southwestair I have a roundtrip ticket now and I need to change one leg of the trip (to a nearby airport) - not possible via website?,I have a roundtrip ticket now and I need to change one leg of the trip to a nearby airport  not possible via website
negative,@SouthwestAir please do something about the speed of your WiFi connections on your planes.  It might as well be non-existent.,please do something about the speed of your WiFi connections on your planes  It might as well be nonexistent
positive,@SouthwestAir Your crew on 4028 tonight was outstanding. God bless them and the medically trained passengers on board.,Your crew on 4028 tonight was outstanding God bless them and the medically trained passengers on board
negative,@SouthwestAir Weather seriously cannot even be the only excuse at this point because it was awful service in the summer too. Over it.,Weather seriously cannot even be the only excuse at this point because it was awful service in the summer too Over it
neutral,@SouthwestAir Is there any way to get entry to the Las Vegas event to see @Imaginedragons perform? #DestinationDragons,Is there any way to get entry to the Las Vegas event to see  perform DestinationDragons
positive,@SouthwestAir...give the crew of SWA 4007 a high five from this AV-8B guy for its nice XW landing into @bostonlogan. Nicely done!,give the crew of SWA 4007 a high five from this AV8B guy for its nice XW landing into  Nicely done
negative,@SouthwestAir and now no wifi??? Come on.,and now no wifi Come on
negative,@SouthwestAir on brd now.frustrated we go 2 #BUF not #ROC.if tld flt was gng 2b held earlier would not be a mess.cng bk unable due to overbk,on brd nowfrustrated we go 2 BUF not ROCif tld flt was gng 2b held earlier would not be a messcng bk unable due to overbk
positive,"@SouthwestAir have to be honest, didn't expect a fast response, thank you!  Off to #Chiberia we go!",have to be honest didnt expect a fast response thank you  Off to Chiberia we go
positive,@SouthwestAir Making Miracles again! The customer service department gave me by far one of the friendliest phone calls ever. #wheelsup,Making Miracles again The customer service department gave me by far one of the friendliest phone calls ever wheelsup
positive,@SouthwestAir Already signed up!  Thanks!  Looking forward to trying the Southwest experience.,Already signed up  Thanks  Looking forward to trying the Southwest experience
negative,"@SouthwestAir, on #unscheduled aircraft change, please have a better system in place, not worth the paid upgrade. #REFUND",on unscheduled aircraft change please have a better system in place not worth the paid upgrade REFUND
negative,@SouthwestAir love how you hold flight 2851 in PHX for Late Flight passengers and make us all over an hour Late Flight. Great job.,love how you hold flight 2851 in PHX for Late Flight passengers and make us all over an hour Late Flight Great job
positive,"@SouthwestAir Sorry to spam, it would just be so awesome to see @Imaginedragons in Vegas. Your help would be absolutely amazing.",Sorry to spam it would just be so awesome to see  in Vegas Your help would be absolutely amazing
neutral,@SouthwestAir DM Sent.,DM Sent
negative,@SouthwestAir lets chat about flights to and from BWI and the Carolina area... Can a girl get break? I've had to resort to USAir 😖 2 a day?!,lets chat about flights to and from BWI and the Carolina area Can a girl get break Ive had to resort to USAir  2 a day
neutral,@SouthwestAir sent,sent
positive,@SouthwestAir @MichaelBColeman - thanks for making new direct flight to San Francisco.,thanks for making new direct flight to San Francisco
neutral,@SouthwestAir will you please work out a contract with @triflight to offer service there..,will you please work out a contract with  to offer service there
neutral,@SouthwestAir please reply to my DM ♥️,please reply to my DM
neutral,@SouthwestAir you're going to compensate us for the two plane changes in Atlanta right?,youre going to compensate us for the two plane changes in Atlanta right
negative,@SouthwestAir next up: enforcing your boarding procedure.,next up enforcing your boarding procedure
negative,@SouthwestAir Roger wilco.,Roger wilco
neutral,@SouthwestAir How do I enter passport information on an existing reservation before check in?,How do I enter passport information on an existing reservation before check in
neutral,@SouthwestAir Any way you can help with entry to Vegas event? My Boyfriend &amp; I have been @Imaginedragons fans since 2009. They are awesome!,Any way you can help with entry to Vegas event My Boyfriend amp I have been  fans since 2009 They are awesome
positive,"@SouthwestAir nvm, gate said they're holding connections. Thanks for quick response!",nvm gate said theyre holding connections Thanks for quick response
neutral,@SouthwestAir to the rescue. Sundown in Chicago. Next stop San Antonio! http://t.co/rQBpmwETtq,to the rescue Sundown in Chicago Next stop San Antonio
negative,"@SouthwestAir yall say flt 4200 is on time, yet we haven't boarded for a 3:35 departure b/c we are waiting on a new crew. Why the subterfuge",yall say flt 4200 is on time yet we havent boarded for a 335 departure bc we are waiting on a new crew Why the subterfuge
